block_number,block_timestamp,my_timestamp,delta
5456090,1523957699,1523957708,9,17
5456091,1523957703,1523957735,32,54
5456092,1523957728,1523957760,32,138
5456093,1523957742,1523957778,36,125
5456095,1523957780,1523957808,28,74
5456096,1523957802,1523957823,21,135
5456097,1523957818,1523957847,29,378
5456098,1523957838,1523957859,21,363
5456099,1523957851,1523957907,56,168
5456100,1523957870,1523957908,38,126
5456101,1523957890,1523957919,29,172
5456102,1523957906,1523957935,29,54
5456103,1523957925,1523957942,17,81
5456104,1523957934,1523957966,32,112
5456105,1523957954,1523957969,15,102
5456106,1523957959,1523957980,21,161
5456107,1523957972,1523957998,26,225
5456108,1523957992,1523958010,18,181
5456109,1523958007,1523958019,12,243
5456110,1523958016,1523958023,7,104
5456111,1523958018,1523958064,46,10
5456112,1523958037,1523958080,43,170
5456113,1523958067,1523958141,74,142
5456114,1523958089,1523958145,56,153
5456115,1523958100,1523958146,46,65
5456116,1523958112,1523958148,36,135
5456117,1523958117,1523958150,33,54
5456118,1523958130,1523958152,22,70
5456119,1523958138,1523958156,18,143
5456120,1523958142,1523958217,75,103
5456121,1523958197,1523958229,32,114
5456122,1523958221,1523958233,12,177
5456123,1523958228,1523958238,10,103
5456124,1523958235,1523958273,38,93
5456125,1523958261,1523958288,27,131
5456126,1523958273,1523958291,18,82
5456127,1523958278,1523958310,32,117
5456128,1523958287,1523958311,24,135
5456129,1523958290,1523958321,31,92
5456130,1523958317,1523958339,22,123
5456131,1523958333,1523958382,49,145
5456132,1523958342,1523958383,41,56
5456133,1523958352,1523958386,34,122
5456134,1523958356,1523958388,32,101
5456135,1523958362,1523958405,43,142
5456136,1523958396,1523958435,39,102
5456137,1523958419,1523958453,34,265
5456138,1523958429,1523958454,25,166
5456139,1523958450,1523958491,41,191
5456140,1523958457,1523958492,35,56
5456141,1523958479,1523958493,14,170
5456142,1523958484,1523958555,71,39
5456143,1523958551,1523958568,17,183
5456144,1523958557,1523958584,27,151
5456145,1523958578,1523958714,136,229
5456146,1523958638,1523958717,79,183
5456147,1523958645,1523958721,76,199
5456148,1523958656,1523958723,67,130
5456149,1523958667,1523958724,57,149
5456150,1523958673,1523958725,52,78
5456151,1523958691,1523958726,35,114
5456152,1523958695,1523958727,32,133
5456154,1523958720,1523958798,78,96
5456155,1523958725,1523958800,75,119
5456157,1523958778,1523958801,23,173
5456158,1523958790,1523958802,12,231
5456159,1523958797,1523958818,21,160
5456160,1523958814,1523958845,31,136
5456161,1523958829,1523958846,17,106
5456162,1523958838,1523958886,48,96
5456163,1523958861,1523958888,27,138
5456164,1523958876,1523958889,13,106
5456165,1523958886,1523958907,21,106
5456166,1523958902,1523958943,41,103
5456167,1523958939,1523958956,17,80
5456168,1523958947,1523958985,38,150
5456169,1523958969,1523959006,37,115
5456170,1523958991,1523959021,30,197
5456171,1523959018,1523959034,16,167
5456172,1523959026,1523959087,61,47
5456173,1523959057,1523959093,36,151
5456174,1523959073,1523959109,36,109
5456175,1523959094,1523959163,69,55
5456176,1523959099,1523959164,65,99
5456179,1523959128,1523959165,37,123
5456182,1523959154,1523959166,12,80
5456183,1523959156,1523959203,47,93
5456184,1523959174,1523959283,109,115
5456185,1523959269,1523959284,15,279
5456186,1523959276,1523959288,12,249
5456187,1523959280,1523959305,25,214
5456189,1523959302,1523959364,62,32
5456190,1523959310,1523959365,55,173
5456193,1523959340,1523959366,26,135
5456194,1523959343,1523959397,54,57
5456195,1523959387,1523959442,55,233
5456196,1523959408,1523959443,35,174
5456197,1523959411,1523959444,33,200
5456198,1523959423,1523959473,50,89
5456199,1523959452,1523959525,73,144
5456201,1523959496,1523959526,30,79
5456202,1523959504,1523959530,26,83
5456204,1523959544,1523959554,10,31
5456205,1523959546,1523959611,65,145
5456206,1523959571,1523959615,44,172
5456207,1523959590,1523959616,26,75
5456208,1523959597,1523959617,20,104
5456209,1523959601,1523959632,31,9
5456210,1523959627,1523959708,81,218
5456212,1523959666,1523959710,44,86
5456213,1523959678,1523959712,34,111
5456214,1523959684,1523959726,42,64
5456215,1523959717,1523959794,77,165
5456216,1523959729,1523959795,66,73
5456217,1523959745,1523959799,54,152
5456218,1523959768,1523959809,41,149
5456219,1523959807,1523959835,28,144
5456220,1523959819,1523959893,74,122
5456221,1523959886,1523959902,16,197
5456222,1523959896,1523959916,20,107
5456223,1523959909,1523959926,17,165
5456224,1523959915,1523959927,12,81
5456225,1523959918,1523959972,54,101
5456226,1523959966,1523959996,30,156
5456228,1523959977,1523959997,20,86
5456229,1523959988,1523960055,67,83
5456230,1523960011,1523960056,45,155
5456232,1523960023,1523960057,34,106
5456233,1523960047,1523960058,11,128
5456235,1523960071,1523960113,42,147
5456236,1523960074,1523960114,40,84
5456237,1523960090,1523960115,25,157
5456238,1523960103,1523960121,18,176
5456239,1523960116,1523960141,25,139
5456241,1523960136,1523960317,181,126
5456242,1523960149,1523960319,170,113
5456243,1523960161,1523960321,160,87
5456244,1523960185,1523960324,139,185
5456245,1523960191,1523960325,134,44
5456246,1523960199,1523960326,127,169
5456247,1523960207,1523960329,122,131
5456248,1523960211,1523960332,121,103
5456249,1523960214,1523960334,120,63
5456250,1523960236,1523960336,100,127
5456251,1523960250,1523960338,88,193
5456252,1523960261,1523960339,78,163
5456253,1523960265,1523960340,75,44
5456254,1523960327,1523960345,18,159
5456255,1523960329,1523960379,50,144
5456256,1523960334,1523960380,46,89
5456257,1523960354,1523960399,45,189
5456258,1523960395,1523960436,41,184
5456259,1523960407,1523960437,30,157
5456260,1523960415,1523960450,35,101
5456261,1523960443,1523960512,69,149
5456262,1523960460,1523960515,55,215
5456263,1523960469,1523960527,58,144
5456264,1523960497,1523960529,32,175
5456265,1523960505,1523960530,25,73
5456266,1523960511,1523960560,49,51
5456267,1523960535,1523960562,27,225
5456268,1523960549,1523960592,43,155
5456269,1523960586,1523960613,27,164
5456270,1523960602,1523960617,15,151
5456271,1523960612,1523960630,18,65
5456273,1523960633,1523960647,14,97
5456274,1523960637,1523960657,20,74
5456276,1523960658,1523960695,37,90
5456278,1523960684,1523960696,12,64
5456279,1523960688,1523960712,24,104
5456280,1523960710,1523960721,11,103
5456281,1523960716,1523960737,21,117
5456282,1523960733,1523960765,32,115
5456283,1523960754,1523960767,13,179
5456284,1523960760,1523960795,35,77
5456285,1523960768,1523960796,28,88
5456286,1523960783,1523960797,14,117
5456287,1523960790,1523960806,16,138
5456288,1523960796,1523960828,32,177
5456289,1523960811,1523960829,18,97
5456290,1523960815,1523960830,15,143
5456291,1523960827,1523960850,23,71
5456292,1523960838,1523960887,49,181
5456293,1523960843,1523960931,88,164
5456295,1523960864,1523960932,68,32
5456296,1523960867,1523960933,66,141
5456297,1523960888,1523960934,46,198
5456298,1523960902,1523960935,33,169
5456299,1523960907,1523960956,49,75
5456300,1523960941,1523960993,52,155
5456301,1523960954,1523960996,42,126
5456302,1523960957,1523960998,41,82
5456303,1523960959,1523960999,40,74
5456304,1523960961,1523961007,46,22
5456305,1523960996,1523961047,51,202
5456306,1523961034,1523961048,14,252
5456307,1523961038,1523961057,19,24
5456308,1523961052,1523961076,24,202
5456309,1523961062,1523961089,27,149
5456310,1523961077,1523961090,13,204
5456311,1523961081,1523961136,55,131
5456312,1523961114,1523961138,24,203
5456313,1523961128,1523961167,39,65
5456314,1523961155,1523961196,41,140
5456315,1523961179,1523961200,21,154
5456316,1523961192,1523961217,25,62
5456317,1523961199,1523961246,47,136
5456318,1523961235,1523961248,13,155
5456319,1523961242,1523961262,20,144
5456321,1523961263,1523961306,43,107
5456322,1523961278,1523961323,45,133
5456323,1523961311,1523961396,85,206
5456324,1523961330,1523961398,68,200
5456326,1523961350,1523961399,49,32
5456327,1523961371,1523961404,33,151
5456328,1523961375,1523961405,30,177
5456329,1523961387,1523961407,20,186
5456332,1523961420,1523961451,31,63
5456333,1523961428,1523961452,24,108
5456334,1523961434,1523961484,50,3
5456335,1523961445,1523961491,46,114
5456336,1523961485,1523961500,15,145
5456337,1523961491,1523961506,15,98
5456338,1523961499,1523961509,10,106
5456339,1523961503,1523961534,31,130
5456340,1523961508,1523961549,41,63
5456341,1523961529,1523961550,21,47
5456343,1523961538,1523961551,13,74
5456344,1523961541,1523961552,11,194
5456346,1523961568,1523961660,92,149
5456347,1523961575,1523961661,86,56
5456349,1523961596,1523961662,66,76
5456351,1523961622,1523961663,41,164
5456352,1523961638,1523961741,103,185
5456353,1523961668,1523961743,75,191
5456355,1523961685,1523961744,59,116
5456356,1523961703,1523961746,43,240
5456357,1523961709,1523961747,38,84
5456358,1523961733,1523961787,54,121
5456359,1523961766,1523961789,23,151
5456360,1523961776,1523961794,18,147
5456361,1523961786,1523961799,13,138
5456363,1523961814,1523961831,17,87
5456364,1523961817,1523961838,21,32
5456365,1523961832,1523961848,16,164
5456366,1523961845,1523961880,35,27
5456367,1523961873,1523961890,17,178
5456368,1523961885,1523961920,35,92
5456369,1523961919,1523961934,15,201
5456370,1523961926,1523961940,14,76
5456371,1523961935,1523961964,29,117
5456372,1523961957,1523962045,88,182
5456373,1523961968,1523962047,79,136
5456374,1523961980,1523962049,69,141
5456375,1523961994,1523962050,56,127
5456376,1523962019,1523962051,32,192
5456377,1523962028,1523962052,24,26
5456378,1523962032,1523962058,26,135
5456379,1523962042,1523962158,116,176
5456380,1523962052,1523962159,107,25
5456381,1523962064,1523962162,98,154
5456382,1523962083,1523962167,84,106
5456383,1523962121,1523962170,49,136
5456384,1523962125,1523962172,47,93
5456385,1523962129,1523962176,47,6
5456387,1523962136,1523962177,41,10
5456389,1523962161,1523962210,49,89
5456391,1523962191,1523962211,20,170
5456392,1523962205,1523962258,53,174
5456395,1523962228,1523962259,31,76
5456396,1523962244,1523962260,16,85
5456397,1523962249,1523962272,23,43
5456398,1523962269,1523962281,12,134
5456399,1523962272,1523962314,42,14
5456400,1523962276,1523962438,162,220
5456401,1523962324,1523962441,117,184
5456402,1523962329,1523962444,115,101
5456403,1523962339,1523962445,106,103
5456404,1523962358,1523962446,88,122
5456405,1523962371,1523962447,76,104
5456406,1523962412,1523962493,81,143
5456407,1523962433,1523962494,61,100
5456408,1523962442,1523962495,53,162
5456409,1523962459,1523962496,37,114
5456410,1523962480,1523962497,17,122
5456411,1523962487,1523962513,26,158
5456412,1523962511,1523962539,28,126
5456413,1523962529,1523962560,31,141
5456414,1523962553,1523962568,15,128
5456415,1523962564,1523962600,36,178
5456416,1523962570,1523962676,106,103
5456417,1523962590,1523962679,89,126
5456418,1523962598,1523962681,83,228
5456419,1523962625,1523962682,57,155
5456421,1523962640,1523962683,43,96
5456423,1523962658,1523962684,26,122
5456424,1523962659,1523962685,26,93
5456425,1523962669,1523962701,32,110
5456426,1523962686,1523962740,54,168
5456427,1523962725,1523962754,29,176
5456428,1523962748,1523962777,29,148
5456429,1523962770,1523962803,33,120
5456430,1523962789,1523962813,24,121
5456431,1523962809,1523962828,19,157
5456432,1523962824,1523962872,48,164
5456433,1523962857,1523962892,35,232
5456434,1523962870,1523962939,69,123
5456435,1523962887,1523962942,55,148
5456437,1523962903,1523962944,41,93
5456438,1523962926,1523962945,19,204
5456439,1523962929,1523962971,42,71
5456440,1523962962,1523962986,24,154
5456441,1523962975,1523962987,12,129
5456442,1523962978,1523962998,20,80
5456443,1523962987,1523963006,19,107
5456444,1523962997,1523963073,76,143
5456445,1523963068,1523963107,39,227
5456448,1523963095,1523963108,13,179
5456450,1523963115,1523963145,30,44
5456451,1523963126,1523963146,20,223
5456452,1523963134,1523963147,13,148
5456453,1523963145,1523963202,57,111
5456454,1523963149,1523963227,78,91
5456457,1523963173,1523963228,55,129
5456458,1523963180,1523963229,49,162
5456459,1523963191,1523963230,39,128
5456461,1523963229,1523963246,17,102
5456462,1523963232,1523963275,43,24
5456463,1523963272,1523963321,49,141
5456464,1523963308,1523963343,35,110
5456465,1523963326,1523963345,19,232
5456466,1523963329,1523963374,45,211
5456467,1523963343,1523963407,64,188
5456468,1523963370,1523963485,115,205
5456469,1523963461,1523963489,28,220
5456470,1523963470,1523963490,20,182
5456471,1523963474,1523963491,17,144
5456472,1523963479,1523963522,43,287
5456473,1523963509,1523963550,41,161
5456474,1523963533,1523963710,177,141
5456475,1523963549,1523963711,162,160
5456476,1523963551,1523963712,161,176
5456477,1523963559,1523963713,154,133
5456478,1523963577,1523963719,142,188
5456479,1523963589,1523963720,131,157
5456480,1523963594,1523963721,127,88
5456481,1523963599,1523963723,124,176
5456482,1523963605,1523963724,119,64
5456483,1523963614,1523963725,111,123
5456484,1523963658,1523963726,68,168
5456485,1523963661,1523963728,67,210
5456486,1523963713,1523963769,56,175
5456487,1523963723,1523963771,48,102
5456488,1523963728,1523963775,47,191
5456489,1523963746,1523963777,31,105
5456490,1523963752,1523963786,34,122
5456491,1523963766,1523963827,61,164
5456492,1523963797,1523963867,70,201
5456493,1523963843,1523963868,25,203
5456494,1523963849,1523963871,22,119
5456495,1523963865,1523963918,53,98
5456496,1523963873,1523963919,46,80
5456497,1523963888,1523963921,33,154
5456498,1523963891,1523963923,32,132
5456499,1523963901,1523963924,23,134
5456500,1523963905,1523963929,24,213
5456501,1523963915,1523963965,50,52
5456502,1523963921,1523963967,46,81
5456504,1523963949,1523963968,19,12
5456506,1523964021,1523964044,23,62
5456507,1523964031,1523964047,16,192
5456509,1523964045,1523964055,10,56
5456510,1523964051,1523964066,15,114
5456511,1523964055,1523964067,12,107
5456512,1523964060,1523964077,17,106
5456513,1523964068,1523964078,10,105
5456514,1523964074,1523964152,78,10
5456515,1523964143,1523964170,27,191
5456516,1523964151,1523964173,22,174
5456517,1523964162,1523964181,19,71
5456518,1523964171,1523964185,14,106
5456519,1523964174,1523964381,207,136
5456520,1523964222,1523964383,161,169
5456521,1523964228,1523964386,158,134
5456522,1523964239,1523964387,148,59
5456523,1523964270,1523964389,119,174
5456524,1523964289,1523964395,106,118
5456525,1523964301,1523964396,95,119
5456527,1523964326,1523964397,71,131
5456528,1523964335,1523964398,63,165
5456529,1523964360,1523964399,39,126
5456530,1523964371,1523964434,63,165
5456531,1523964400,1523964438,38,174
5456532,1523964411,1523964439,28,87
5456533,1523964425,1523964458,33,108
5456534,1523964441,1523964466,25,159
5456535,1523964461,1523964490,29,138
5456536,1523964474,1523964598,124,117
5456537,1523964492,1523964599,107,116
5456538,1523964518,1523964600,82,176
5456539,1523964531,1523964601,70,168
5456540,1523964566,1523964602,36,132
5456541,1523964588,1523964607,19,147
5456542,1523964605,1523964656,51,177
5456543,1523964630,1523964657,27,184
5456544,1523964634,1523964658,24,255
5456545,1523964647,1523964663,16,142
5456546,1523964656,1523964671,15,134
5456547,1523964665,1523964713,48,161
5456548,1523964674,1523964717,43,134
5456549,1523964678,1523964719,41,85
5456550,1523964694,1523964735,41,54
5456551,1523964704,1523964737,33,204
5456552,1523964714,1523964812,98,111
5456554,1523964731,1523964813,82,114
5456555,1523964736,1523964814,78,127
5456556,1523964744,1523964815,71,126
5456557,1523964770,1523964816,46,203
5456558,1523964777,1523964817,40,156
5456559,1523964803,1523964886,83,151
5456560,1523964858,1523964913,55,177
5456562,1523964874,1523964914,40,122
5456564,1523964930,1523964972,42,63
5456565,1523964949,1523964973,24,118
5456567,1523964961,1523964974,13,96
5456568,1523964965,1523964992,27,79
5456569,1523964976,1523965003,27,75
5456570,1523964992,1523965004,12,78
5456571,1523965000,1523965048,48,21
5456572,1523965034,1523965083,49,93
5456573,1523965073,1523965098,25,206
5456574,1523965083,1523965101,18,157
5456575,1523965086,1523965139,53,113
5456577,1523965104,1523965141,37,12
5456578,1523965109,1523965143,34,87
5456579,1523965119,1523965164,45,115
5456580,1523965158,1523965213,55,174
5456581,1523965182,1523965214,32,109
5456582,1523965191,1523965215,24,144
5456583,1523965205,1523965237,32,127
5456584,1523965232,1523965353,121,110
5456585,1523965271,1523965354,83,86
5456586,1523965285,1523965356,71,186
5456587,1523965318,1523965386,68,162
5456588,1523965358,1523965387,29,188
5456589,1523965366,1523965389,23,181
5456590,1523965374,1523965397,23,145
5456591,1523965385,1523965414,29,86
5456592,1523965408,1523965418,10,222
5456593,1523965412,1523965470,58,135
5456594,1523965461,1523965506,45,183
5456595,1523965497,1523965522,25,147
5456596,1523965519,1523965535,16,180
5456597,1523965532,1523965562,30,109
5456598,1523965551,1523965577,26,94
5456599,1523965561,1523965627,66,159
5456600,1523965603,1523965642,39,180
5456601,1523965618,1523965674,56,74
5456602,1523965625,1523965676,51,136
5456603,1523965631,1523965678,47,78
5456604,1523965635,1523965679,44,15
5456605,1523965640,1523965682,42,104
5456606,1523965649,1523965683,34,68
5456607,1523965655,1523965684,29,2
5456608,1523965663,1523965685,22,78
5456609,1523965674,1523965715,41,80
5456610,1523965685,1523965717,32,186
5456611,1523965698,1523965733,35,20
5456612,1523965725,1523965744,19,157
5456613,1523965738,1523965762,24,122
5456614,1523965754,1523965777,23,192
5456615,1523965769,1523965806,37,173
5456617,1523965797,1523965807,10,207
5456618,1523965800,1523965860,60,58
5456620,1523965847,1523965864,17,16
5456621,1523965849,1523965865,16,89
5456622,1523965855,1523965898,43,13
5456623,1523965875,1523965902,27,144
5456625,1523965885,1523965903,18,48
5456626,1523965895,1523965970,75,96
5456627,1523965958,1523966076,118,149
5456629,1523965973,1523966078,105,169
5456630,1523965985,1523966079,94,118
5456631,1523965992,1523966080,88,123
5456632,1523966008,1523966081,73,128
5456633,1523966027,1523966082,55,203
5456634,1523966043,1523966083,40,198
5456635,1523966048,1523966084,36,112
5456636,1523966063,1523966135,72,116
5456638,1523966106,1523966136,30,166
5456639,1523966120,1523966141,21,102
5456640,1523966134,1523966214,80,113
5456641,1523966156,1523966218,62,150
5456642,1523966169,1523966220,51,177
5456643,1523966185,1523966221,36,76
5456644,1523966200,1523966228,28,285
5456645,1523966205,1523966231,26,73
5456646,1523966221,1523966238,17,183
5456647,1523966229,1523966278,49,28
5456648,1523966271,1523966288,17,163
5456649,1523966277,1523966406,129,139
5456651,1523966322,1523966407,85,150
5456654,1523966376,1523966408,32,149
5456655,1523966381,1523966414,33,131
5456656,1523966408,1523966416,8,186
5456657,1523966413,1523966429,16,111
5456658,1523966419,1523966449,30,227
5456659,1523966443,1523966514,71,291
5456660,1523966478,1523966532,54,59
5456661,1523966528,1523966553,25,225
5456662,1523966530,1523966571,41,94
5456663,1523966547,1523966574,27,121
5456664,1523966562,1523966577,15,249
5456665,1523966565,1523966609,44,179
5456666,1523966578,1523966613,35,113
5456667,1523966589,1523966642,53,36
5456668,1523966626,1523966701,75,172
5456669,1523966659,1523966702,43,120
5456671,1523966681,1523966704,23,17
5456673,1523966691,1523966706,15,144
5456674,1523966699,1523966743,44,254
5456675,1523966730,1523966764,34,160
5456676,1523966751,1523966779,28,165
5456677,1523966775,1523966809,34,144
5456678,1523966787,1523966836,49,93
5456679,1523966824,1523966837,13,138
5456680,1523966832,1523966879,47,169
5456681,1523966863,1523966880,17,100
5456682,1523966869,1523966913,44,52
5456683,1523966897,1523966950,53,147
5456685,1523966942,1523967018,76,107
5456686,1523966948,1523967019,71,128
5456687,1523966978,1523967020,42,158
5456688,1523966984,1523967021,37,138
5456690,1523967006,1523967022,16,127
5456691,1523967011,1523967050,39,215
5456692,1523967046,1523967069,23,151
5456693,1523967066,1523967072,6,135
5456694,1523967070,1523967092,22,108
5456695,1523967090,1523967117,27,175
5456696,1523967118,1523967209,91,142
5456697,1523967144,1523967224,80,148
5456698,1523967215,1523967237,22,202
5456699,1523967223,1523967244,21,60
5456700,1523967228,1523967254,26,107
5456701,1523967233,1523967269,36,157
5456702,1523967252,1523967271,19,137
5456703,1523967257,1523967273,16,176
5456704,1523967264,1523967303,39,102
5456705,1523967290,1523967343,53,190
5456706,1523967334,1523967376,42,162
5456707,1523967341,1523967377,36,164
5456708,1523967364,1523967390,26,45
5456709,1523967384,1523967392,8,127
5456710,1523967387,1523967431,44,92
5456711,1523967418,1523967446,28,146
5456712,1523967441,1523967457,16,227
5456713,1523967453,1523967466,13,120
5456714,1523967462,1523967481,19,113
5456715,1523967474,1523967503,29,111
5456716,1523967495,1523967520,25,126
5456717,1523967502,1523967523,21,98
5456718,1523967515,1523967547,32,28
5456719,1523967525,1523967551,26,106
5456720,1523967531,1523967553,22,114
5456721,1523967538,1523967597,59,111
5456722,1523967557,1523967608,51,148
5456723,1523967578,1523967611,33,121
5456724,1523967597,1523967637,40,135
5456725,1523967624,1523967651,27,167
5456726,1523967644,1523967674,30,130
5456727,1523967652,1523967675,23,76
5456728,1523967667,1523967695,28,166
5456729,1523967673,1523967716,43,8
5456730,1523967712,1523967781,69,174
5456731,1523967727,1523967783,56,92
5456732,1523967729,1523967785,56,98
5456733,1523967741,1523967789,48,78
5456734,1523967750,1523967792,42,58
5456735,1523967771,1523967804,33,106
5456736,1523967786,1523967861,75,156
5456737,1523967854,1523967875,21,221
5456738,1523967866,1523967929,63,221
5456739,1523967884,1523967943,59,168
5456740,1523967889,1523967944,55,63
5456741,1523967928,1523967945,17,129
5456742,1523967940,1523967967,27,158
5456743,1523967954,1523967979,25,118
5456744,1523967957,1523967981,24,104
5456745,1523967964,1523967995,31,201
5456746,1523967971,1523968000,29,154
5456747,1523967985,1523968040,55,134
5456748,1523968029,1523968167,138,205
5456749,1523968035,1523968170,135,96
5456750,1523968077,1523968176,99,211
5456751,1523968093,1523968179,86,107
5456753,1523968104,1523968180,76,72
5456756,1523968132,1523968182,50,135
5456758,1523968143,1523968183,40,14
5456759,1523968156,1523968203,47,95
5456760,1523968170,1523968205,35,148
5456761,1523968177,1523968206,29,122
5456762,1523968184,1523968207,23,56
5456763,1523968190,1523968212,22,12
5456764,1523968199,1523968325,126,13
5456765,1523968238,1523968326,88,320
5456766,1523968259,1523968327,68,122
5456767,1523968304,1523968328,24,198
5456768,1523968312,1523968346,34,121
5456769,1523968336,1523968356,20,175
5456770,1523968344,1523968365,21,140
5456771,1523968361,1523968396,35,147
5456772,1523968386,1523968404,18,225
5456773,1523968397,1523968504,107,107
5456774,1523968405,1523968505,100,182
5456775,1523968427,1523968506,79,188
5456776,1523968439,1523968507,68,125
5456778,1523968471,1523968508,37,176
5456779,1523968491,1523968522,31,137
5456780,1523968505,1523968523,18,132
5456781,1523968517,1523968559,42,133
5456782,1523968537,1523968577,40,130
5456783,1523968571,1523968693,122,206
5456784,1523968595,1523968694,99,63
5456785,1523968606,1523968698,92,167
5456786,1523968615,1523968699,84,91
5456787,1523968657,1523968701,44,146
5456788,1523968690,1523968742,52,134
5456789,1523968734,1523968747,13,219
5456790,1523968740,1523968754,14,127
5456791,1523968746,1523968758,12,48
5456792,1523968755,1523968770,15,227
5456793,1523968763,1523968791,28,73
5456794,1523968782,1523968798,16,126
5456795,1523968787,1523968804,17,95
5456796,1523968798,1523968805,7,40
5456797,1523968801,1523968818,17,139
5456798,1523968812,1523968831,19,117
5456799,1523968828,1523968849,21,96
5456800,1523968834,1523968870,36,94
5456801,1523968866,1523968882,16,199
5456802,1523968871,1523968888,17,103
5456803,1523968884,1523968893,9,130
5456804,1523968887,1523968897,10,73
5456805,1523968895,1523968929,34,103
5456806,1523968918,1523968944,26,175
5456807,1523968936,1523968947,11,157
5456808,1523968942,1523968982,40,135
5456809,1523968964,1523969018,54,177
5456810,1523968982,1523969019,37,92
5456811,1523969003,1523969028,25,101
5456812,1523969018,1523969051,33,123
5456813,1523969042,1523969098,56,249
5456814,1523969093,1523969135,42,181
5456815,1523969128,1523969162,34,194
5456816,1523969150,1523969171,21,148
5456817,1523969163,1523969187,24,151
5456818,1523969175,1523969280,105,134
5456820,1523969215,1523969282,67,119
5456821,1523969218,1523969283,65,138
5456822,1523969225,1523969284,59,96
5456823,1523969247,1523969285,38,158
5456824,1523969259,1523969308,49,177
5456825,1523969297,1523969384,87,155
5456827,1523969339,1523969386,47,105
5456829,1523969358,1523969387,29,136
5456830,1523969375,1523969398,23,178
5456831,1523969394,1523969409,15,110
5456832,1523969405,1523969437,32,137
5456833,1523969427,1523969461,34,133
5456834,1523969442,1523969473,31,105
5456835,1523969456,1523969505,49,138
5456836,1523969494,1523969516,22,162
5456838,1523969500,1523969519,19,2
5456839,1523969507,1523969571,64,79
5456840,1523969530,1523969577,47,134
5456841,1523969559,1523969583,24,114
5456842,1523969565,1523969587,22,104
5456843,1523969574,1523969588,14,115
5456844,1523969579,1523969589,10,100
5456845,1523969585,1523969611,26,108
5456846,1523969607,1523970060,453,150
5456847,1523969663,1523970061,398,194
5456848,1523969669,1523970062,393,122
5456849,1523969675,1523970063,388,162
5456850,1523969705,1523970065,360,191
5456851,1523969719,1523970067,348,246
5456852,1523969732,1523970068,336,126
5456853,1523969734,1523970070,336,182
5456854,1523969740,1523970073,333,107
5456855,1523969758,1523970075,317,74
5456856,1523969772,1523970076,304,195
5456857,1523969813,1523970078,265,185
5456858,1523969819,1523970079,260,65
5456859,1523969842,1523970081,239,203
5456860,1523969870,1523970083,213,175
5456861,1523969878,1523970085,207,146
5456862,1523969898,1523970089,191,128
5456863,1523969902,1523970091,189,94
5456864,1523969907,1523970092,185,27
5456865,1523969918,1523970094,176,119
5456866,1523969931,1523970098,167,122
5456867,1523969938,1523970102,164,138
5456868,1523969943,1523970105,162,117
5456869,1523969948,1523970108,160,147
5456870,1523969955,1523970109,154,17
5456871,1523969960,1523970113,153,193
5456872,1523969965,1523970118,153,117
5456873,1523969976,1523970121,145,179
5456874,1523969993,1523970126,133,149
5456875,1523970004,1523970128,124,169
5456876,1523970032,1523970129,97,276
5456877,1523970060,1523970133,73,212
5456878,1523970070,1523970140,70,159
5456879,1523970084,1523970146,62,224
5456880,1523970088,1523970150,62,149
5456881,1523970091,1523970152,61,95
5456882,1523970098,1523970195,97,133
5456883,1523970119,1523970197,78,145
5456885,1523970143,1523970200,57,66
5456886,1523970162,1523970201,39,35
5456887,1523970168,1523970218,50,185
5456888,1523970203,1523970231,28,152
5456889,1523970217,1523970233,16,207
5456890,1523970222,1523970256,34,146
5456891,1523970246,1523970315,69,268
5456892,1523970303,1523970338,35,182
5456893,1523970326,1523970362,36,146
5456894,1523970329,1523970364,35,92
5456895,1523970336,1523970373,37,114
5456896,1523970364,1523970394,30,154
5456897,1523970370,1523970396,26,131
5456898,1523970385,1523970411,26,143
5456899,1523970403,1523970432,29,163
5456900,1523970425,1523970438,13,157
5456901,1523970428,1523970454,26,164
5456902,1523970445,1523970473,28,195
5456903,1523970459,1523970481,22,132
5456904,1523970470,1523970485,15,206
5456905,1523970473,1523970501,28,37
5456906,1523970482,1523970508,26,92
5456907,1523970501,1523970600,99,134
5456909,1523970537,1523970604,67,172
5456910,1523970552,1523970605,53,238
5456912,1523970594,1523970606,12,152
5456913,1523970597,1523970631,34,71
5456914,1523970623,1523970649,26,195
5456915,1523970628,1523970652,24,141
5456916,1523970638,1523970662,24,147
5456917,1523970649,1523970787,138,161
5456918,1523970686,1523970791,105,208
5456919,1523970691,1523970792,101,79
5456920,1523970696,1523970794,98,59
5456921,1523970706,1523970797,91,160
5456922,1523970721,1523970801,80,157
5456923,1523970731,1523970803,72,103
5456924,1523970737,1523970804,67,41
5456925,1523970744,1523970807,63,163
5456926,1523970756,1523970812,56,125
5456927,1523970768,1523970815,47,113
5456928,1523970771,1523970816,45,32
5456929,1523970773,1523970817,44,12
5456930,1523970791,1523970822,31,185
5456931,1523970797,1523970912,115,110
5456932,1523970809,1523970914,105,183
5456933,1523970818,1523970915,97,122
5456934,1523970854,1523970917,63,210
5456935,1523970864,1523970918,54,171
5456936,1523970873,1523970919,46,195
5456937,1523970884,1523970990,106,137
5456938,1523970909,1523970992,83,179
5456939,1523970913,1523970993,80,218
5456940,1523970926,1523970994,68,164
5456941,1523970952,1523971028,76,166
5456942,1523971016,1523971039,23,210
5456943,1523971025,1523971081,56,197
